"stock","year","2.5%","25%","50%","75%","97.5%","SD"
"Stewart",2014,8561.15018067387,8965.39164747777,9180.87948153845,9394.01534903688,9790.48682800319,307.334161832331
"Carmacks",2014,4203.50662162184,4848.26760105243,5169.05020699329,5505.11859578895,6145.52058954971,485.503491981967
"Teslin",2014,10539.3080503468,11135.4377867339,11440.1695886024,11741.3940832497,12335.2473487434,448.984824599126
"MiddleMainstem",2014,13393.8119049393,13880.5886474085,14124.7291483785,14374.173910978,14838.6359741453,361.206017301517
"UpperLakesAndMainstem",2014,6454.25805752339,6607.718510469,6688.83893750672,6767.74498973955,6916.83510608746,115.644262141019
"LowerMainstem",2015,3131.79327471274,3332.31927744133,3502.71544557004,3607.13226121479,3756.55792569685,156.191162746028
"WhiteDonjek",2015,4111.33683866057,4994.72121121787,5616.0421877383,13356.6578312921,14026.2745986064,2478.73443998647
"Pelly",2015,12936.3020111639,13791.0024995501,14362.8111882937,16312.2789900684,17339.1494706851,1100.7118648803
"Stewart",2015,4169.51005472537,5165.48025370925,14262.22176472,14612.8590479182,15106.6009415308,2734.27272170136
"Carmacks",2015,7611.63244855579,8422.00769592047,8892.9371489009,9274.01664283256,9909.88028595352,574.561959349431
"Teslin",2015,17609.0579814408,18124.2290649662,18391.1832224836,18658.6791691022,19141.8658573783,383.201968984387
"MiddleMainstem",2015,14688.7472663126,15038.3557842992,15215.9316202893,15398.2078345916,15745.0620494107,264.078695774523
"UpperLakesAndMainstem",2015,3894.67169713136,4027.84032771361,4100.83649659834,4172.46669912148,4309.28177357168,103.65251911008
"LowerMainstem",2016,4903.04811171694,5049.48333411238,5127.08491256725,5207.18172414162,5355.45781177727,113.102425015082
"WhiteDonjek",2016,8691.84283428243,9013.64531744543,9192.03293571156,9364.94994332815,9705.3980239542,253.388797417941
"Pelly",2016,14238.74190371,14881.4029449909,15212.6830742851,15539.2177697723,16171.8643942116,483.28062262539
"Stewart",2016,18263.5608166722,18981.8237362776,19343.5640061672,19707.8121530016,20397.0554521303,533.373658864512
"Carmacks",2016,4515.86246745725,5088.9691211551,5386.95636875524,5679.28094745898,6252.81430371626,434.237959064752
"Teslin",2016,9998.47275697409,10549.8241173072,10841.6611301268,11138.8001291934,11695.073138007,424.15009525822
"MiddleMainstem",2016,4667.57556741043,4800.98484399176,4867.51456285358,4936.90584187819,5064.77020930796,99.2986604743821
"UpperLakesAndMainstem",2016,2287.2860546824,2376.56558223147,2422.80696102074,2468.19697769152,2553.56075445983,66.5686749443579
"LowerMainstem",2017,3303.1453091214,3517.07533856623,3631.60939666778,3745.77954016596,3960.81751858393,164.418052365631
"WhiteDonjek",2017,10866.0285745639,11167.7801650396,11324.3481816831,11483.8316840565,11783.2803303377,229.312938943432
"Pelly",2017,15680.3848990119,16104.6342415594,16336.9105267926,16563.3657147731,17004.1195642745,330.933666315629
"Stewart",2017,12097.7448269986,12431.6217734015,12604.9349135088,12780.432826156,13114.3434106686,254.149645917502
"Carmacks",2017,7957.59667370817,8618.93340382772,8983.71718507212,9340.19573023012,9997.39449992723,509.949456554766
"Teslin",2017,9851.46011355357,10580.9707207738,10972.4736714148,11356.4413274331,12110.1337143042,564.66840018767
"MiddleMainstem",2017,6579.10513441546,6754.28963850503,6846.14450140169,6937.88780402576,7115.41333028054,134.07704896627
"UpperLakesAndMainstem",2017,2575.84617051821,2659.48234783029,2701.71072632246,2743.9780043251,2824.85554227446,62.2523429390607
"LowerMainstem",2018,3400.77391562023,3570.00168693072,3659.13520439652,3745.96084293699,3911.60820363417,127.708572003486
"WhiteDonjek",2018,2444.40324223719,3329.49362835012,3809.26476848119,4273.16715736213,5172.83659882702,682.108339147457
"Pelly",2018,8984.67747891558,9972.29973414397,10492.8326262422,10995.364693864,11966.1582086389,745.370182430841
"Stewart",2018,10979.6774762277,11221.9172733488,11348.4444511549,11469.2938770845,11703.4902012242,180.953181249126
"Carmacks",2018,6982.75383052448,7885.41499733699,8321.83858876689,8794.64165166741,9630.35287997875,661.899762363569
"Teslin",2018,5562.845023216,6010.77912180321,6245.87318524532,6479.73269265301,6933.9468084758,342.775446314949
"MiddleMainstem",2018,10431.9329892655,10773.6274809478,10944.7142376777,11120.1378890669,11448.735223329,254.200558515873
"UpperLakesAndMainstem",2018,2950.31020274562,3082.01075306301,3150.37814154904,3218.91721386554,3349.1401417291,99.7074847458705
"LowerMainstem",2019,1969.3128083071,2111.56674827687,2184.28358143501,2255.70638888413,2392.97344673237,105.915159606318
"WhiteDonjek",2019,5112.95026818388,5334.40957733168,5450.81213502126,5569.34588050475,5796.82406069815,170.968448128567
"Pelly",2019,11215.402002398,11491.9880403003,11636.1275748522,11781.5077420156,12070.3025890704,213.7251466681
"Stewart",2019,2243.63256836515,2379.71364367621,2453.66165692878,2525.74053920809,2662.64873647165,104.754042026625
"Carmacks",2019,6108.57503624539,6581.66035573595,6838.61396833366,7114.06971605785,7618.94342282146,377.592096644019
"Teslin",2019,3634.27963705582,4061.56265479649,4280.70426280876,4502.37143671069,4915.60118753631,320.330387620124
"MiddleMainstem",2019,8836.37059878325,9100.41871562186,9233.12756524023,9366.64812577659,9624.23628458683,196.966421450894
"UpperLakesAndMainstem",2019,3318.58217348667,3430.56624580813,3490.92202106176,3553.83450985147,3669.98293156238,87.8501895189285
