"","population","BroodYear","R_lwr","R_med","R_upr","S_lwr","S_med","S_upr"
"225","Lower Mainstem",2013,8.55234992919916,11.5050355326822,16.2742211742267,1.1560234739163,2.29647654854839,4.4122859604893
"226","White-Donjek",2013,4.7722896985299,6.99645382884015,10.6300245539832,0.800406743288832,1.46078014374597,2.57544894612577
"227","Pelly",2013,8.46198033436977,10.5348729035235,13.4406494382971,2.88831036571362,3.55143124656171,4.36122624323904
"228","Stewart",2013,2.63350839406816,3.49910130705146,4.69793488990918,0.318944476226629,0.422113018933609,0.559223381291231
"229","Carmacks",2013,13.6238437700973,16.8268731646394,21.5791544272741,6.13325148699445,6.50413862014249,6.89813992499394
"230","Teslin",2013,6.80903082518506,8.85822968437231,12.3103212161579,8.2978301793317,9.43973294483012,10.7034428697202
"231","Middle Mainstem",2013,13.1001107391785,15.8468906607378,20.7040040680215,5.03091712285538,5.24206071356751,5.46604586233733
"232","Upper Lakes and Mainstem",2013,4.2969668020815,5.44940408138913,7.63870322505774,2.06786211131344,2.15853666439483,2.25160628235542
"233","Lower Mainstem",2014,6.27338749376036,11.5364985282938,25.4301268163042,1.59647626472814,2.45906146480913,3.60920695243558
"234","White-Donjek",2014,7.59254778275832,13.505088568973,25.8815654104261,4.41089166799816,6.19168880390792,8.62376099330135
"235","Pelly",2014,12.3126723737089,19.3552586973315,32.9681723068409,7.78055257568911,9.60044336011357,11.831189760802
"236","Stewart",2014,5.34301980189256,10.1652532369426,21.3198478170956,4.29083361740665,4.78609993205153,5.34304135826539
"237","Carmacks",2014,14.7642796476339,22.9144321764559,38.1968191643638,9.45914218671722,11.137623907328,13.0757743325433
"238","Teslin",2014,7.5947728588517,12.2927942399207,21.9000184218069,5.05861442489709,5.9766227756626,7.06704196789112
"239","Middle Mainstem",2014,13.8742928860459,23.2048048517072,44.8833342405252,15.574112983706,17.0917897164822,18.8158006544763
"240","Upper Lakes and Mainstem",2014,4.43878839977218,7.9563730920405,16.6365551432264,6.5198062868036,7.03258207276568,7.61625476582306
"241","Lower Mainstem",2015,4.39015575435905,15.2578807872425,58.1717391402809,10.9847837342348,11.8632896822034,12.8530601954534
"242","White-Donjek",2015,5.69358095246278,13.0368154406061,30.8535535951372,5.65764143065484,6.72258524021224,8.03398610136827
"243","Pelly",2015,10.6506389534074,21.6634123294879,44.6307178481637,11.5266133596853,12.4687362282499,13.5133420153322
"244","Stewart",2015,3.09464078361209,7.9883722362043,21.6086417181808,3.73877025590751,3.91454776723931,4.10232729154033
"245","Carmacks",2015,5.95765858482859,13.5025383298846,31.9250708281398,18.6604419891476,19.144289310991,19.6321929579264
"246","Teslin",2015,5.72666199237427,12.3075031169089,27.3830370933006,4.95454965619219,5.73070841423454,6.61756901643335
"247","Middle Mainstem",2015,8.1095999397481,21.3323587560602,62.4213011684941,17.8220232632133,18.2231746953597,18.6256196953501
"248","Upper Lakes and Mainstem",2015,3.05571415465379,9.18146786107432,30.2389358276785,4.76330462992631,4.93589169768601,5.11231367666448
"249","Lower Mainstem",2016,NA,NA,NA,11.4026051847385,14.5569977356694,18.5052123807339
"250","White-Donjek",2016,NA,NA,NA,6.27695303753867,9.02594170302786,13.0103769763052
"251","Pelly",2016,NA,NA,NA,5.34686584368438,8.00364926677364,11.6806157547485
"252","Stewart",2016,NA,NA,NA,4.64484596897765,4.90737252853652,5.18966055376141
"253","Carmacks",2016,NA,NA,NA,7.82872746596667,9.94035383250056,12.6336863882138
"254","Teslin",2016,NA,NA,NA,5.60277848031956,8.18741378027699,11.8780521135403
"255","Middle Mainstem",2016,NA,NA,NA,5.68788726681027,6.05417570836955,6.43759450736312
"256","Upper Lakes and Mainstem",2016,NA,NA,NA,2.8108938788925,2.9526648219567,3.10183951298218
"257","Lower Mainstem",2017,NA,NA,NA,10.1316875441752,10.6130231300556,11.1006112060496
"258","White-Donjek",2017,NA,NA,NA,9.91965492831113,10.3604957821783,10.8135925685791
"259","Pelly",2017,NA,NA,NA,7.83147979610588,8.88898465077658,10.0773205265535
"260","Stewart",2017,NA,NA,NA,3.28075455656924,3.54603902486903,3.82789644682124
"261","Carmacks",2017,NA,NA,NA,12.3213363442023,13.2874218276348,14.3016040977872
"262","Teslin",2017,NA,NA,NA,11.7974758401273,12.5894738494806,13.4498166533067
"263","Middle Mainstem",2017,NA,NA,NA,7.21236989375657,7.44913136270804,7.6975574863988
"264","Upper Lakes and Mainstem",2017,NA,NA,NA,2.69267463919034,2.79992364755788,2.91096803734289
"265","Lower Mainstem",2018,NA,NA,NA,10.0791320552028,10.395359323325,10.7236759796043
"266","White-Donjek",2018,NA,NA,NA,1.93569959836021,4.5502671938488,9.30567309654089
"267","Pelly",2018,NA,NA,NA,5.23446174332944,6.18685909400775,7.30562925675163
"268","Stewart",2018,NA,NA,NA,3.64561596067722,3.86097941533327,4.08038919377041
"269","Carmacks",2018,NA,NA,NA,9.67432352479419,11.6811202000025,14.0958470590921
"270","Teslin",2018,NA,NA,NA,5.31851841360969,6.26668278045655,7.40476709587386
"271","Middle Mainstem",2018,NA,NA,NA,10.5339132523798,11.1348938208515,11.7558214463024
"272","Upper Lakes and Mainstem",2018,NA,NA,NA,2.75453970731286,3.25471187072136,3.86531819763728
"273","Lower Mainstem",2019,NA,NA,NA,2.34355475267825,3.49028344920649,5.21382460161095
"274","White-Donjek",2019,NA,NA,NA,3.36157543016317,5.1115468831372,7.72550065924108
"275","Pelly",2019,NA,NA,NA,6.33412979167455,7.46279823540387,8.79093382689021
"276","Stewart",2019,NA,NA,NA,2.1746084531155,2.52072187865685,2.90415023659737
"277","Carmacks",2019,NA,NA,NA,7.42429234568966,9.11770112777677,11.187497064135
"278","Teslin",2019,NA,NA,NA,4.11371065668508,5.02957547401871,6.1265952485574
"279","Middle Mainstem",2019,NA,NA,NA,8.13900588162955,9.06970246102086,10.0965466739877
"280","Upper Lakes and Mainstem",2019,NA,NA,NA,3.0195005106836,3.40536680704755,3.84361982146984
